title,price,discount,extra_info_3,likes,extra_info_2,course_subject
개발하는 정대리 스위프트 기초 문법,가격 정보 없음,할인 없음,입문,380,(10시간 19분),모바일 앱 개발
읽기 좋은 코드 작성하기 - Swift API Design Guidelines,"₩22,000",할인 없음,초급,273,(1시간 28분),"모바일 앱 개발, 프로그래밍 언어"
김일한의 파이썬 윈도우 프로그래밍,"₩66,000",할인 없음,초급,69,(6시간 52분),세부 주제 없음
파이썬 동시성 프로그래밍 : 데이터 수집부터 웹 개발까지 (feat. FastAPI),"₩46,200",할인 없음,초급,940,(5시간 40분),세부 주제 없음
ES6 문법과 함께하는 모던 Javascript(자바스크립트) 고급 Part.2,"₩68,200",할인 없음,중급이상,"43,105",(13시간 34분),프로그래밍 언어
파이썬(Python) 기초부터 실무까지 part.1,"₩71,500",할인 없음,입문,"79,319",(24시간 4분),프로그래밍 언어
노션(Notion) 데이터베이스 - 중급편,"₩41,800",할인 없음,초급,"64,032",(7시간 13분),세부 주제 없음
노션(Notion) 데이터베이스 - 입문편,"₩30,800",할인 없음,입문,"69,798",(5시간 15분),"데이터베이스, 기획 · 경영 · 마케팅"
PWA를 통한 1만 시간의 법칙 앱 제작!,가격 정보 없음,할인 없음,초급,75,(29분),"웹 개발, 모바일 앱 개발"
홍정모의 따라하며 배우는 C++,"₩121,000",할인 없음,초급,"6,715",(48시간 27분),프로그래밍 언어
윤재성의 처음 시작하는 jQuery Programming,"₩11,000",할인 없음,초급,269,(5시간 6분),프론트엔드
실전 JSP (renew ver.) - 신입 프로그래머를 위한 강좌,"₩11,000",할인 없음,초급,"37,205",(7시간 45분),세부 주제 없음
IntelliJ를 시작하시는 분들을 위한 IntelliJ 가이드,"₩22,000",할인 없음,초급,"3,006",(3시간 15분),개발 도구
WEB3 - PHP & MySQL,가격 정보 없음,할인 없음,중급이상,516,(4시간 5분),"웹 개발, 백엔드"
AngularJS 기본 개념과 To-Do 앱 만들기 실습 - 앵귤러 강좌,가격 정보 없음,할인 없음,초급,138,(2시간 29분),"웹 개발, 프론트엔드"
스크래치로 배우는 알고리즘,가격 정보 없음,할인 없음,입문,105,(2시간 33분),"프로그래밍 언어, 알고리즘 · 자료구조"
D3D12 프로그래밍 소개,가격 정보 없음,할인 없음,중급이상,42,(3시간 5분),"게임 프로그래밍, DirectX12"
백엔드 개발을 위한 필수 강의 - 스프링 부트3,가격 정보 없음,할인 없음,초급,177,(4시간 47분),"백엔드, 웹 개발"
"AI에게 좋은 답을 얻으려면, AI처럼 생각하라! 컴퓨팅 사고력","₩110,000",할인 없음,입문,9,(4시간 37분),"개발 · 프로그래밍, 데이터 사이언스"
웹3.0 기술과 비즈니스 꿰뚫어 보기,"₩110,000",할인 없음,입문,8,(4시간 27분),교양
파이썬을 기반으로 한 프로그래밍 알고리즘 기초,"₩132,000",할인 없음,초급,10,(3시간 3분),세부 주제 없음
ChatGPT를 이용한 누구나 앱개발 with 알렉,"₩27,500",할인 없음,입문,88,(1시간 26분),모바일 앱 개발
스프링부트 JUnit 테스트 - 시큐리티를 활용한 Bank 애플리케이션,"₩39,600",할인 없음,초급,257,(15시간 9분),"소프트웨어 테스트, 백엔드"
모든 개발자를 위한 실습으로 배우는 Git & GitHub 입문,"₩22,000",할인 없음,입문,25,(3시간 56분),개발 도구
"[관리코스 #3] DE, DBA (SSIS, SSAS, MachineLearning, BI, ETL)","₩55,000",할인 없음,중급이상,30,(3시간 40분),데이터베이스
누구나 시작할 수 있는 네트워크 Step 3 (네트워크 만들기),"₩33,000",할인 없음,초급,70,(3시간 50분),세부 주제 없음
실전! 웹사이트제작! Step by Step! ('크루알라모드'_반응형웹 제작),"₩30,800",할인 없음,초급,94,(3시간 5분),"프론트엔드, 웹 퍼블리싱"
청소년을 위한 로블록스 개발 첫걸음,가격 정보 없음,할인 없음,초급,82,(2시간 59분),"게임 프로그래밍, 개발 · 프로그래밍"
실전! 웹사이트제작! Step by Step! ('돕다' 사이트제작_Application Course),"₩22,000",할인 없음,초급,432,(2시간 54분),"웹 개발, 웹 퍼블리싱"
보안 전문가를 위한 파워쉘,"₩82,500",25%,초급,488,(11시간 26분),"보안, 시스템 · 운영체제"
타입스크립트 코리아 : Electron with TypeScript Hands-On Labs 세미나,"₩33,000",할인 없음,초급,269,(4시간 56분),웹 개발
Git 그리고 VS Code,"₩11,000",할인 없음,입문,30,(2시간 1분),"개발 도구, Git"
챗GPT와 파이썬으로 유튜브 AI 직원 만들기,"₩88,000",할인 없음,초급,65,(12시간 9분),개발 · 프로그래밍
"[C#/.NET 8.0]어서와, Blazor Server는 처음이지?","₩88,000",할인 없음,초급,27,(4시간 9분),"웹 개발, 풀스택"
바쁜 자바 개발자를 위한 스칼라 맛보기,"₩55,000",할인 없음,초급,57,(1시간 21분),"백엔드, 프로그래밍 언어"
'쌩'왕초보를 위한 프로그래밍&웹개발 입문,"₩19,800",할인 없음,입문,17,(4시간 59분),웹 개발
C# 자마린 + 몽고DB + nodejs 연동,"₩33,000",할인 없음,초급,46,(3시간 56분),백엔드
React + API Server 프로젝트 개발과 배포 (CI/CD),"₩77,000",할인 없음,초급,459,(1시간 48분),데브옵스 · 인프라
iOS 개발을 위한 swift5 완벽 가이드,"₩88,000",할인 없음,입문,809,(21시간 20분),"모바일 앱 개발, 프로그래밍 언어"
누구보다 강하게 빛나는 주니어 개발자가 되는 방법,"₩16,500",할인 없음,입문,29,추가 정보 없음,"취업 · 이직, 자기계발"
자바 기초부터 마스터하기 with 은종쌤 (Do it 자바 프로그래밍 입문) - Part 2(마스터편),"₩33,000",할인 없음,초급,108,(9시간 54분),세부 주제 없음
지금 당장 데브옵스 - 테라폼 X AWS,"₩33,000",할인 없음,초급,41,추가 정보 없음,데브옵스 · 인프라
지금 당장 NestJS 백엔드 개발 [사주 만세력],"₩33,000",할인 없음,초급,31,추가 정보 없음,"백엔드, 웹 개발"
지금 당장 AI 특이점 경험하기 [Text To Image],"₩11,000",할인 없음,입문,23,추가 정보 없음,개발 · 프로그래밍
"만들면서 배우는 프론트엔드 DO IT 코딩 (Next.js, Typescript)","₩99,000",할인 없음,초급,231,(5시간 41분),"프론트엔드, 웹 개발"
리액트 기초 (Introduction to React),가격 정보 없음,할인 없음,초급,24,(7시간 59분),"프론트엔드, React"
로봇과 함께 배우는 코딩,가격 정보 없음,할인 없음,입문,6,(14시간 2분),"인공지능(AI), 블록코딩"
블록으로 시작하는 코딩,가격 정보 없음,할인 없음,입문,2,(5시간 24분),"프로그래밍 언어, 블록코딩"
1시간만에 끝내는 virtual thread in spring boot,가격 정보 없음,할인 없음,초급,69,(1시간 13분),백엔드
"C#과 유니티, 실전 게임으로 제대로 시작하기 (저자 직강)","₩29,700",할인 없음,입문,968,(14시간 53분),"게임 프로그래밍, 프로그래밍 언어"
리눅스 커맨드라인 툴 (Full ver.),"₩77,000",할인 없음,초급,"1,370",(11시간 19분),"시스템 · 운영체제, 개발 · 프로그래밍"
"프론트엔드 개발자를 위한, 실전 웹 성능 최적화(feat. React) - Part. 1","₩55,000",할인 없음,중급이상,"2,168",(2시간 54분),"프론트엔드, 웹 개발"
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.3,"₩168,300",할인 없음,중급이상,"74,131",(38시간 39분),데이터베이스
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.1,"₩74,800",할인 없음,입문,"75,368",(21시간 1분),세부 주제 없음
PHP 7+ 프로그래밍: 객체지향,"₩55,000",할인 없음,초급,439,(10시간 10분),"프로그래밍 언어, 개발 · 프로그래밍"
처음하는 코딩 - 러플 (중등교육 - Python),가격 정보 없음,할인 없음,입문,72,(2시간 47분),"프로그래밍 언어, 알고리즘 · 자료구조"
실무자가 알려주는 Git - 입문편,"₩27,500",할인 없음,초급,726,(2시간 38분),개발 도구
부트스트랩(BOOTSTRAP)3을 활용한 반응형 웹페이지 만들기,"₩39,600",할인 없음,초급,"99,171",(16시간 35분),"웹 퍼블리싱, 웹 개발"
생활코딩 - Redux,가격 정보 없음,할인 없음,중급이상,303,(2시간 15분),"웹 개발, 프론트엔드"
홍정모의 따라하며 배우는 C언어 (부록),"₩33,000",할인 없음,초급,744,(5시간 55분),프로그래밍 언어
윤재성의 스프링 프레임워크 개발자를 위한 실습을 통한 입문 과정,"₩22,000",할인 없음,초급,"1,017",(12시간 5분),"웹 개발, 백엔드"
생활코딩 - React,가격 정보 없음,할인 없음,초급,"1,012",(4시간 36분),"웹 개발, 프론트엔드"
리눅스 시스템 프로그래밍 - 이론과 실습,"₩88,000",할인 없음,초급,"1,795",(13시간 2분),"시스템 · 운영체제, 백엔드"
홍정모의 게임 만들기 연습 문제 패키지,"₩77,000",할인 없음,중급이상,"1,772",(5시간 1분),"프로그래밍 언어, 게임 프로그래밍"
윤재성의 처음 시작하는 C언어,가격 정보 없음,할인 없음,입문,322,(5시간 37분),"프로그래밍 언어, C"
WEB2 Node.js-MySQL,가격 정보 없음,할인 없음,중급이상,496,(2시간 51분),"웹 개발, 백엔드"
WEB2 - PHP,가격 정보 없음,할인 없음,초급,468,(5시간 8분),세부 주제 없음
WEB2 - CSS,가격 정보 없음,할인 없음,초급,"1,507",(2시간 4분),"웹 퍼블리싱, 웹 개발"
생활코딩 - Linux,가격 정보 없음,할인 없음,초급,978,(9시간 30분),"시스템 · 운영체제, 데브옵스 · 인프라"
별 찍기 그거 도대체 왜 하는거야 ??,가격 정보 없음,할인 없음,입문,73,(38분),웹 개발
"코틀린 멀티플랫폼, 미지와의 조우",가격 정보 없음,할인 없음,중급이상,98,(2시간 14분),"풀스택, 웹 개발"
"타입스크립트로 배우는 동시성, 함수형 프로그래밍 (수요코딩회 ep.1)",가격 정보 없음,할인 없음,초급,65,(1시간 53분),"프로그래밍 언어, 프론트엔드"
UbuCon Korea 2023 다시보기 얼리액세스,가격 정보 없음,할인 없음,입문,3,(5시간 20분),"데브옵스 · 인프라, 개발 도구"
코딩 뇌를 깨우는 파이썬,가격 정보 없음,할인 없음,입문,58,(5시간 42분),프로그래밍 언어
다양한 프레임워크로 구축하는 포트폴리오 사이트 개발 마스터 클래스,"₩66,000",할인 없음,초급,37,(13시간 32분),웹 퍼블리싱
[코드캠프] 입문자를 위한 Javascript 알고리즘 이론+실습,가격 정보 없음,할인 없음,초급,215,(2시간 30분),"알고리즘 · 자료구조, 프로그래밍 언어"
"데이터지도 ERD를 그려보자, MySQL 워크벤치","₩33,000",할인 없음,초급,48,(2시간 15분),데이터베이스
Do it! C# 프로그래밍 입문,가격 정보 없음,할인 없음,입문,273,(7시간 28분),프로그래밍 언어
C# TCP/IP 소켓 프로그래밍,"₩33,000",할인 없음,초급,120,(3시간 29분),"웹 개발, 네트워크"
[스프링 배치 입문] 예제로 배우는 핵심 Spring Batch,"₩13,200",할인 없음,초급,239,(2시간 0분),백엔드
공공데이터 CSV 파일을 이용해 테이블 만들기,"₩39,600",할인 없음,중급이상,61,(6시간 29분),"데이터 분석, 데이터베이스"
iOS AutoLayout을 활용한 실전 UI구성 전략 - 카카오톡 같은 고급 UI 만들기,"₩16,500",할인 없음,초급,776,(7시간 17분),"UX/UI, 모바일 앱 개발"
코딩 테스트 합격자 되기 - C++,가격 정보 없음,할인 없음,입문,103,(11시간 43분),"C++, 코딩테스트"
"컴퓨터 과학 (6): 고급응용 - 인공지능, 신경망, 병렬컴퓨팅, 그래픽스","₩8,250",25%,입문,8,(4시간 14분),세부 주제 없음
CUDA 프로그래밍 (0) - C/C++/GPU 병렬 컴퓨팅 - 공개 샘플 강의,가격 정보 없음,할인 없음,중급이상,143,(1시간 8분),"프로그래밍 언어, 딥러닝 · 머신러닝"
Java TPC 실전프로젝트 (Java API 활용),"₩16,500",할인 없음,초급,"1,057",(14시간 0분),"웹 개발, 백엔드"
알고리즘 기본 개념,가격 정보 없음,할인 없음,초급,72,(52분),"알고리즘 · 자료구조, 알고리즘"
웹개발 왕초보 탈출하기,가격 정보 없음,할인 없음,입문,88,(4시간 51분),"웹 개발, 프로그래밍 언어"
제대로 배우는 파이썬 프로그래밍,"₩66,000",할인 없음,입문,14,(19시간 27분),프로그래밍 언어
실습으로 배우는 AWS 핵심 서비스,"₩77,000",할인 없음,초급,"1,020",(5시간 35분),"백엔드, 데브옵스 · 인프라"
유니티를 위한 C# 기초 프로그래밍-구조지향(무료),가격 정보 없음,할인 없음,입문,297,(2시간 52분),"게임 프로그래밍, 프로그래밍 언어"
Svelte.js 입문 가이드,가격 정보 없음,할인 없음,초급,232,(2시간 16분),"웹 개발, 프론트엔드"
Svelte 실전 강의 - 스도쿠 만들기,"₩38,500",할인 없음,중급이상,194,(7시간 51분),"웹 개발, 풀스택"
"VR, AR 기초 이론과 시장 분석","₩52,800",할인 없음,입문,"72,721",(10시간 7분),"VR/AR, 교양"
"문과생도, 비전공자도, 누구나 배울 수 있는 파이썬(Python)!",가격 정보 없음,할인 없음,입문,"1,099",(8시간 15분),프로그래밍 언어
Kotlin으로 개발하는 Spring Boot Web MVC,"₩29,700",할인 없음,초급,"1,402",(7시간 37분),세부 주제 없음
리눅스 쉘 스크립트 마스터,"₩99,000",할인 없음,초급,"1,630",(6시간 8분),"백엔드, 시스템 · 운영체제"
iOS/Android 앱 개발을 위한 실전 React Native - Basic,"₩55,000",할인 없음,초급,"2,592",(7시간 8분),"프론트엔드, 모바일 앱 개발"
초보자도 만들 수 있는 스크롤 인터렉션. 1편 자바스크립트,"₩121,000",할인 없음,초급,"1,565",(11시간 23분),"프론트엔드, 웹 퍼블리싱"
아무것도 모르고 시작하는 C#,"₩19,800",할인 없음,입문,339,(4시간 28분),프로그래밍 언어
유니티(Unity)로 시작하는 게임개발: Part 1. 컴퓨터 구조 입문,"₩11,000",할인 없음,입문,842,(1시간 58분),세부 주제 없음
파이썬 무료 강의 (활용편1) - 추억의 오락실 게임 만들기 (3시간),가격 정보 없음,할인 없음,초급,384,(2시간 51분),"게임 프로그래밍, 데스크톱 앱 개발"
Javascript 초보 Real 웹앱 개발 - 1부: Vue 개념~초급,"₩11,000",할인 없음,입문,435,(4시간 44분),세부 주제 없음
초보자도 간단히 단숨에 배우는 파이썬 프로그래밍,가격 정보 없음,할인 없음,입문,261,(6시간 14분),프로그래밍 언어
생활코딩 - Web2 : OAuth 2.0,가격 정보 없음,할인 없음,중급이상,188,(47분),웹 개발
생활코딩 - React class vs. function style coding,가격 정보 없음,할인 없음,중급이상,397,(1시간 6분),세부 주제 없음
"성공적인 SQL 인젝션 공격을 위한, SQL 기본 문법",가격 정보 없음,할인 없음,초급,523,(2시간 30분),"보안, 프로그래밍 언어"
RPG 게임 어플 만들기 [iOS 아이폰],"₩55,000",할인 없음,입문,367,(9시간 1분),"게임 프로그래밍, 모바일 앱 개발"
워드프레스 제대로 개발하기 - 어드민 편,"₩66,000",할인 없음,중급이상,687,(13시간 25분),웹 개발
Do it! 알고리즘 코딩테스트 with C++,가격 정보 없음,할인 없음,초급,225,(15시간 12분),알고리즘 · 자료구조
쉽고! 짧고! 강하게! 준비하는 웹디자인기능사 실기,"₩37,400",24%,초급,262,(5시간 46분),"웹 퍼블리싱, 웹 개발"
깡샘의 쌩초보 안드로이드 One Day Class – Part1 안드로이드 앱 개발 준비하기,가격 정보 없음,할인 없음,초급,13,(2시간 58분),세부 주제 없음
리액트(React.js)를 이용한 나만의 유튜브 사이트 만들기 프로젝트,"₩66,000",할인 없음,초급,32,(9시간 0분),"프론트엔드, 웹 개발"
2023 정보처리기사 필기,"₩33,000",할인 없음,초급,72,(23시간 5분),"개발 · 프로그래밍 자격증, 개발 · 프로그래밍"
시니어 백엔드 개발자가 알려주는 데이터베이스 개론 & SQL,가격 정보 없음,할인 없음,입문,799,(5시간 19분),"데이터베이스, 백엔드"
React 기반 Gatsby로 기술 블로그 개발하기,가격 정보 없음,할인 없음,중급이상,163,추가 정보 없음,프론트엔드
[골든래빗x프로그래머스] 코딩 테스트 합격을 위한 특강,가격 정보 없음,할인 없음,입문,83,(1시간 33분),"알고리즘 · 자료구조, Python"
React + GPT API로 AI회고록 서비스 개발 (원데이 클래스),가격 정보 없음,할인 없음,초급,232,(59분),AI · ChatGPT 활용
일주일 만에 소프트웨어 요구사항 제대로 이해하기,"₩137,500",할인 없음,초급,381,(6시간 6분),개발 · 프로그래밍
개발자를 위한 ORACLE 입문 첫걸음,가격 정보 없음,할인 없음,입문,128,(1시간 55분),데이터베이스
[무료]제대로 배우는 정혜경 C언어 입문,가격 정보 없음,할인 없음,입문,188,(9시간 15분),프로그래밍 언어
입문자를 위한 파이썬 기초 따라잡기,가격 정보 없음,할인 없음,초급,255,(6시간 16분),세부 주제 없음
앵귤러 기초 세미나,"₩55,000",할인 없음,중급이상,268,(5시간 52분),"웹 개발, 프론트엔드"
[초급] 찍어먹자! 코틀린과 Spring Security + JWT로 회원가입 만들기,가격 정보 없음,할인 없음,초급,185,(2시간 2분),웹 개발
Do it! HTML5 + CSS3 웹 표준의 정석 전면 개정 2판,가격 정보 없음,할인 없음,입문,88,(5시간 57분),세부 주제 없음
코알못도 이해하는 R프로그래밍,"₩33,000",할인 없음,입문,14,(3시간 51분),"데이터 분석, 프로그래밍 언어"
스프링 프레임워크 입문자를 위한 따라하기,"₩22,000",할인 없음,초급,151,(5시간 1분),"웹 개발, 백엔드"
자바스크립트 입문자를 위한 강의,"₩27,500",할인 없음,초급,140,(6시간 51분),프로그래밍 언어
초보자를 위한 R프로그래밍 핵심 교재,"₩17,600",할인 없음,입문,224,추가 정보 없음,"데이터 분석, 프로그래밍 언어"
정보처리기사 필기 - 제4과목 프로그래밍 언어 활용 (2020 개정),"₩22,000",할인 없음,입문,"72,025",(5시간 36분),세부 주제 없음
[하루 10분|Web Project] HTML/JS/CSS로 나만의 심리테스트 사이트 만들기,가격 정보 없음,할인 없음,초급,407,(2시간 37분),"프론트엔드, 웹 개발"
초보자를 위한 HTML 기초,"₩22,000",할인 없음,초급,834,(4시간 33분),세부 주제 없음
Swift 언어로 만드는 고스톱 게임,"₩55,000",할인 없음,초급,176,(16시간 37분),"게임 프로그래밍, 모바일 앱 개발"
Swift 언어로 배우는 iOS 장기 게임 (Korean Chess),"₩44,000",할인 없음,초급,181,(8시간 58분),모바일 앱 개발
Swift 언어로 만드는 테트리스 게임,"₩33,000",할인 없음,초급,218,(6시간 18분),"게임 프로그래밍, 모바일 앱 개발"
Razor Pages 멤버십 서비스 초급과정(.NET5),"₩33,000",할인 없음,초급,150,(5시간 14분),"웹 개발, 백엔드"
쉽고 빠르게 만드는 다양한 이미지 이펙트!,"₩23,100",할인 없음,초급,549,(1시간 41분),"프론트엔드, 웹 퍼블리싱"
"PHP 8, 새로운 기능 살펴보기",가격 정보 없음,할인 없음,초급,76,(54분),프로그래밍 언어
웹디자인기능사 실기 문제풀이 A-1,"₩11,000",할인 없음,초급,216,(9시간 2분),세부 주제 없음
실용적인 웹 프로그래밍,가격 정보 없음,할인 없음,입문,166,(1시간 39분),세부 주제 없음
파이썬 무료 강의 (활용편2) - GUI 프로그래밍 (4시간),가격 정보 없음,할인 없음,초급,296,(3시간 52분),세부 주제 없음
PHP 7+ 프로그래밍,"₩55,000",할인 없음,입문,604,(15시간 33분),세부 주제 없음
생활코딩 - JavaScript Immutability,가격 정보 없음,할인 없음,초급,199,(1시간 0분),"웹 개발, 프로그래밍 언어"
자바(javafx) 실전 데스크탑앱 프로젝트 - 유튜브관리앱,"₩24,200",할인 없음,입문,302,(5시간 58분),"웹 개발, 프로그래밍 언어"
Database - SQL,"₩55,000",할인 없음,초급,814,(12시간 37분),데이터베이스
진짜 입문자를 위한 클라우드와 AWS,"₩22,000",할인 없음,입문,"1,818",(1시간 33분),"데브옵스 · 인프라, 클라우드"
디자인 패턴 with JAVA (GoF),"₩33,000",할인 없음,중급이상,"1,950",(3시간 19분),"개발 도구, 개발 · 프로그래밍"
WEB5 - Express Passport.js,가격 정보 없음,할인 없음,중급이상,124,(1시간 20분),세부 주제 없음
Web4 - Express-Session-Auth,가격 정보 없음,할인 없음,중급이상,102,(1시간 4분),"웹 개발, 백엔드"
MATLAB처럼 쓰는 PYTHON,가격 정보 없음,할인 없음,초급,104,(36분),"데이터 분석, 프로그래밍 언어"
3. 웹개발 코스 [스프링 프레임워크+전자정부 표준프레임워크],"₩77,000",할인 없음,중급이상,644,(15시간 9분),"웹 개발, 백엔드"
"1. 웹개발 기초 [HTML, CSS]",가격 정보 없음,할인 없음,입문,307,(2시간 34분),"웹 개발, 웹 퍼블리싱"
누구나 시작할 수 있는 네트워크 Step 1 (네트워크 모델),"₩11,000",할인 없음,입문,585,(2시간 32분),"데브옵스 · 인프라, 네트워크"
MATLAB으로 시작하는 프로그래밍,가격 정보 없음,할인 없음,입문,132,(1시간 59분),프로그래밍 언어
OpenCV + WebApp (얼굴 눈 검출 웹앱만들기),"₩55,000",할인 없음,초급,339,(1시간 12분),"웹 개발, 인공지능"
JSP를 활용한 백엔드 웹프로그래밍,가격 정보 없음,할인 없음,입문,16,(14시간 16분),"백엔드, JSP"
누구나 쉽게 배우는 C 프로그래밍,가격 정보 없음,할인 없음,입문,16,(13시간 22분),"프로그래밍 언어, 알고리즘 · 자료구조"
Do it! 알고리즘 코딩테스트 with JAVA,가격 정보 없음,할인 없음,초급,609,(16시간 18분),세부 주제 없음
[MapleStory Worlds] 내 손안의 코디룸 만들기!,가격 정보 없음,할인 없음,입문,19,(1시간 13분),"게임 아트 · 그래픽, 개발 · 프로그래밍"
2023 정보처리기사필기 기출문제풀이,"₩38,500",할인 없음,초급,23,(27시간 28분),"개발 · 프로그래밍 자격증, 개발 · 프로그래밍"
실전! 스프링부트 상품-주문 API 개발로 알아보는 TDD,가격 정보 없음,할인 없음,초급,471,(2시간 42분),"백엔드, TDD"
컴퓨터활용능력2급 필기+실기 2in1,"₩77,000",할인 없음,초급,14,(13시간 28분),"개발 · 프로그래밍 자격증, 기획 · 경영 · 마케팅 자격증"
웹퍼블리셔가 알려주는 실무 웹사이트 따라만들기 Season1,가격 정보 없음,할인 없음,초급,908,(4시간 48분),"웹 퍼블리싱, 웹 개발"
코딩테스트 합격자되기-알고리즘 개념,가격 정보 없음,할인 없음,입문,155,(11시간 41분),알고리즘 · 자료구조
Unity 입문자를 위한 C프로그래밍 기초,"₩55,000",할인 없음,초급,209,(5시간 20분),프로그래밍 언어
자료구조 기본 개념 정리,가격 정보 없음,할인 없음,초급,110,(1시간 35분),"알고리즘, 자료구조"
"데이터 분석가, IT 엔지니어에게 필요한 MySQL 마스터 코스!","₩19,800",할인 없음,초급,22,(5시간 10분),데이터 분석
SQLD 실전문제 풀이(2과목),"₩121,000",할인 없음,초급,15,(4시간 47분),"데이터 사이언스 자격증, 데이터베이스"
순수 함수형 프론트엔드 언어 Elm 가이드,가격 정보 없음,할인 없음,초급,18,(2시간 55분),"프로그래밍 언어, 프론트엔드"
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.2,"₩126,500",할인 없음,초급,"75,333",(39시간 47분),데이터베이스
이부일의 R릴레오 시즌2 (기초편),가격 정보 없음,할인 없음,입문,86,(13시간 41분),세부 주제 없음
당신을 함께 일하고 싶은 개발자로 만들어 줄 클린 코드 작성법,"₩15,400",할인 없음,초급,"1,331",추가 정보 없음,개발 · 프로그래밍
"그림으로 배우는 자바, 파트1: 입문!","₩19,800",할인 없음,입문,817,(5시간 10분),프로그래밍 언어
아마존 클라우드 무료계정으로 시작하는 서버리스 애플리케이션 프로젝트,"₩44,000",할인 없음,중급이상,"1,027",(12시간 10분),"백엔드, 데브옵스 · 인프라"
정보올림피아드(중등),"₩88,000",할인 없음,초급,250,(4시간 10분),알고리즘 · 자료구조
[애플 공식 교재] iOS 앱 만들기 입문,"₩55,000",할인 없음,입문,436,(5시간 26분),"모바일 앱 개발, 프로그래밍 언어"
예제로 배우는 스프링부트 입문,"₩44,000",할인 없음,초급,840,(7시간 24분),"웹 개발, 백엔드"
Electron과 NodeJS 그리고 Socket.io를 이용한 채팅 어플리케이션 개발,"₩52,800",할인 없음,초급,421,(13시간 59분),"웹 개발, 백엔드"
Git과 GitHub 시작하기,가격 정보 없음,할인 없음,입문,"1,015",(2시간 38분),개발 도구
WEB2 - Node.js,가격 정보 없음,할인 없음,초급,545,(6시간 9분),백엔드
아이폰 앱 개발 입문 2편,"₩16,500",할인 없음,초급,99,(2시간 49분),"모바일 앱 개발, 프로그래밍 언어"
쉽고 자연스럽게 배워보는 Javascript 입문 - 코드스쿼드 마스터즈 코스 레벨1,가격 정보 없음,할인 없음,입문,"1,570",(10시간 39분),세부 주제 없음
아이폰 앱 개발 입문 1편,"₩16,500",할인 없음,입문,162,(2시간 19분),"모바일 앱 개발, 프로그래밍 언어"
WEB2 - JavaScript,가격 정보 없음,할인 없음,초급,"1,039",(4시간 24분),"웹 개발, 프로그래밍 언어"
초보도 쉽게 할 수 있는 아이폰 어플(iOS App) 만들기,"₩38,500",할인 없음,입문,203,(15시간 34분),모바일 앱 개발
야곰의 스위프트 기본 문법 강좌,가격 정보 없음,할인 없음,초급,383,(2시간 41분),"모바일 앱 개발, 프로그래밍 언어"
아이오닉(ionic2) 개발을 위한 타입스크립트 기본,가격 정보 없음,할인 없음,초급,63,(1시간 32분),"웹 개발, 모바일 앱 개발"
성공적인 코딩 인터뷰를 위한 코딩 인터뷰 정복하기 - 코딩 테스트,가격 정보 없음,할인 없음,초급,331,(1시간 41분),"알고리즘 · 자료구조, 개발 · 프로그래밍"
C로 배우는 자료구조 및 여러가지 예제 실습,가격 정보 없음,할인 없음,초급,473,(24시간 33분),"프로그래밍 언어, 알고리즘 · 자료구조"
라이노 그라스하퍼 Python 디자인 스크립팅,가격 정보 없음,할인 없음,초급,82,(1시간 20분),"CAD · 3D 모델링, 프로그래밍 언어"
Spring Boot JWT Tutorial,가격 정보 없음,할인 없음,초급,586,(43분),백엔드
Quasar로 만드는 구글 뉴스,"₩11,000",할인 없음,초급,167,(1시간 12분),"웹 개발, 프론트엔드"
블록코딩의 이해,가격 정보 없음,할인 없음,입문,55,(1시간 48분),알고리즘 · 자료구조
소인수 분해 알고리즘 완전정복,가격 정보 없음,할인 없음,초급,71,(2시간 30분),알고리즘 · 자료구조
[애플 공식 교재] iOS 앱 만들기 Part1,"₩55,000",할인 없음,입문,352,(11시간 28분),"모바일 앱 개발, 프로그래밍 언어"
"서버 없이 쓰는 서버, 구글 Cloud Functions","₩55,000",할인 없음,초급,278,(4시간 9분),"데브옵스 · 인프라, 클라우드"
새차원의 코틀린 코루틴(Coroutines) 강좌,가격 정보 없음,할인 없음,중급이상,205,(2시간 21분),"모바일 앱 개발, 프로그래밍 언어"
Linux Command-Line 명령어 기초 배우기,가격 정보 없음,할인 없음,초급,483,(1시간 26분),세부 주제 없음
"파이썬 웹 개발(Flask, SQLAlchemy 이용)","₩22,000",할인 없음,초급,290,(3시간 52분),"웹 개발, 백엔드"
[애플 공식 교재] 스위프트 퍼즐 2,가격 정보 없음,할인 없음,초급,59,(3시간 13분),"프로그래밍 언어, 알고리즘 · 자료구조"
웹디자인기능사 필기 기출문제 풀이 - 디자인 개론,"₩55,000",할인 없음,입문,263,(5시간 8분),"웹 퍼블리싱, 디자인 자격증"
마케터를 위한 SQL,"₩33,000",할인 없음,입문,185,(3시간 30분),"데이터 분석, 마케팅"
"그림으로 배우는 자바, 파트2: 객체지향!","₩19,800",할인 없음,초급,769,(6시간 47분),"프로그래밍 언어, 개발 · 프로그래밍"
[모바일] 딥러닝 Computer Vision 실전 프로젝트,"₩99,000",할인 없음,중급이상,442,(11시간 43분),"인공지능, 모바일 앱 개발"
파이썬 무료 강의 (기본편) - 6시간 뒤면 나도 개발자,가격 정보 없음,할인 없음,입문,"1,022",(5시간 58분),프로그래밍 언어
